Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_173_871,VGND,li1,406.4100,484.1600,0.000319
FILLER_173_841,VGND,li1,392.6100,484.1600,0.000305
FILLER_173_838,VGND,li1,391.4600,484.1600,0.000305
FILLER_173_819,VGND,li1,382.7200,484.1600,0.000293
FILLER_173_799,VGND,li1,373.7500,484.1600,0.000277
FILLER_173_793,VGND,li1,370.5300,484.1600,0.000268
FILLER_173_788,VGND,li1,368.2300,484.1600,0.000263
FILLER_173_785,VGND,li1,367.3100,484.1600,0.000263
FILLER_173_782,VGND,li1,365.7000,484.1600,0.000258
FILLER_173_773,VGND,li1,361.3300,484.1600,0.000248
FILLER_173_770,VGND,li1,360.4100,484.1600,0.000244
FILLER_173_746,VGND,li1,349.1400,484.1600,0.000216
FILLER_173_710,VGND,li1,332.5800,484.1600,0.000166
FILLER_173_673,VGND,li1,315.5600,484.1600,0.000200
FILLER_173_670,VGND,li1,314.1800,484.1600,0.000204
FILLER_173_667,VGND,li1,313.0300,484.1600,0.000204
FILLER_173_664,VGND,li1,311.6500,484.1600,0.000209
FILLER_173_661,VGND,li1,310.2700,484.1600,0.000209
FILLER_173_658,VGND,li1,308.8900,484.1600,0.000215
FILLER_173_655,VGND,li1,307.5100,484.1600,0.000215
FILLER_173_639,VGND,li1,299.6900,484.1600,0.000231
FILLER_173_623,VGND,li1,292.7900,484.1600,0.000242
FILLER_173_611,VGND,li1,287.0400,484.1600,0.000249
FILLER_173_583,VGND,li1,274.1600,484.1600,0.000264
FILLER_173_580,VGND,li1,273.0100,484.1600,0.000265
FILLER_173_577,VGND,li1,271.6300,484.1600,0.000265
FILLER_173_574,VGND,li1,270.2500,484.1600,0.000268
FILLER_173_571,VGND,li1,268.8700,484.1600,0.000268
FILLER_173_545,VGND,li1,256.4500,484.1600,0.000275
FILLER_173_542,VGND,li1,255.5300,484.1600,0.000276
FILLER_173_539,VGND,li1,254.1500,484.1600,0.000276
FILLER_173_536,VGND,li1,252.7700,484.1600,0.000277
FILLER_173_533,VGND,li1,251.3900,484.1600,0.000277
FILLER_173_526,VGND,li1,247.9400,484.1600,0.000278
FILLER_173_508,VGND,li1,239.4300,484.1600,0.000279
FILLER_173_505,VGND,li1,238.5100,484.1600,0.000279
FILLER_173_501,VGND,li1,236.6700,484.1600,0.000279
FILLER_173_498,VGND,li1,235.2900,484.1600,0.000279
FILLER_173_491,VGND,li1,231.8400,484.1600,0.000278
FILLER_173_488,VGND,li1,230.6900,484.1600,0.000277
FILLER_173_485,VGND,li1,229.3100,484.1600,0.000277
FILLER_173_449,VGND,li1,212.2900,484.1600,0.000250
FILLER_173_436,VGND,li1,206.5400,484.1600,0.000235
FILLER_173_409,VGND,li1,193.8900,484.1600,0.000192
FILLER_173_406,VGND,li1,192.9700,484.1600,0.000192
FILLER_173_378,VGND,li1,179.8600,484.1600,0.000141
FILLER_173_356,VGND,li1,169.9700,484.1600,0.000159
FILLER_173_345,VGND,li1,164.9100,484.1600,0.000171
FILLER_173_342,VGND,li1,163.5300,484.1600,0.000171
FILLER_173_329,VGND,li1,157.0900,484.1600,0.000182
FILLER_173_321,VGND,li1,153.4100,484.1600,0.000185
FILLER_173_318,VGND,li1,152.4900,484.1600,0.000186
FILLER_173_315,VGND,li1,151.1100,484.1600,0.000186
FILLER_173_312,VGND,li1,149.7300,484.1600,0.000188
FILLER_173_298,VGND,li1,142.8300,484.1600,0.000190
FILLER_173_289,VGND,li1,138.9200,484.1600,0.000192
FILLER_173_278,VGND,li1,133.8600,484.1600,0.000193
FILLER_173_275,VGND,li1,132.7100,484.1600,0.000193
FILLER_173_272,VGND,li1,131.3300,484.1600,0.000194
FILLER_173_269,VGND,li1,129.9500,484.1600,0.000194
FILLER_173_234,VGND,li1,113.8500,484.1600,0.000187
FILLER_173_225,VGND,li1,109.2500,484.1600,0.000184
FILLER_173_223,VGND,li1,108.3300,484.1600,0.000183
FILLER_173_220,VGND,li1,107.4100,484.1600,0.000183
FILLER_173_217,VGND,li1,106.0300,484.1600,0.000181
FILLER_173_214,VGND,li1,104.6500,484.1600,0.000181
FILLER_173_181,VGND,li1,89.2400,484.1600,0.000164
FILLER_173_178,VGND,li1,88.0900,484.1600,0.000164
FILLER_173_169,VGND,li1,83.4900,484.1600,0.000158
FILLER_173_167,VGND,li1,82.5700,484.1600,0.000155
FILLER_173_164,VGND,li1,81.6500,484.1600,0.000155
FILLER_173_161,VGND,li1,80.2700,484.1600,0.000151
FILLER_173_158,VGND,li1,78.8900,484.1600,0.000151
FILLER_173_155,VGND,li1,77.5100,484.1600,0.000147
FILLER_173_152,VGND,li1,76.1300,484.1600,0.000145
FILLER_173_149,VGND,li1,74.7500,484.1600,0.000145
FILLER_173_146,VGND,li1,73.3700,484.1600,0.000141
FILLER_173_129,VGND,li1,65.0900,484.1600,0.000129
FILLER_173_113,VGND,li1,58.1900,484.1600,0.000119
FILLER_173_98,VGND,li1,50.8300,484.1600,0.000106
FILLER_173_95,VGND,li1,49.9100,484.1600,0.000102
FILLER_173_92,VGND,li1,48.5300,484.1600,0.000102
FILLER_173_89,VGND,li1,47.1500,484.1600,0.000099
FILLER_173_60,VGND,li1,33.8100,484.1600,0.000073
