net,length_um
clknet_leaf_68_clk,24.72µm
clknet_leaf_300_clk,24.72µm
clknet_leaf_335_clk,24.72µm
_07644_,24.7µm
clknet_leaf_198_clk,24.7µm
_04802_,24.68µm
_16325_,24.68µm
_21755_,24.68µm
threads\[3\].register_instance.registers\[3\]\[10\],24.68µm
clknet_leaf_407_clk,24.68µm
_14949_,24.67µm
_10261_,24.66µm
threads\[0\].register_instance.registers\[3\]\[1\],24.66µm
net1297,24.66µm
_08833_,24.65µm
_06211_,24.64µm
_09101_,24.64µm
_16036_,24.605µm
threads\[2\].register_instance.registers\[8\]\[10\],24.595µm
net1440,24.59µm
_17670_,24.58µm
_19470_,24.58µm
clknet_leaf_261_clk,24.58µm
clknet_leaf_315_clk,24.58µm
clknet_leaf_521_clk,24.58µm
_03003_,24.56µm
_03848_,24.56µm
_09838_,24.56µm
_10599_,24.56µm
_16231_,24.56µm
data_mem_read_data_flat[40],24.56µm
clknet_leaf_65_clk,24.56µm
_17444_,24.54µm
_21140_,24.54µm
_21195_,24.54µm
clknet_leaf_80_clk,24.54µm
_03900_,24.52µm
_11848_,24.52µm
_18386_,24.52µm
fma_out\[2\]\[1\],24.52µm
_07268_,24.49µm
_08212_,24.46µm
threads\[2\].register_instance.registers\[8\]\[11\],24.46µm
threads\[3\].register_instance.registers\[2\]\[4\],24.46µm
_17837_,24.45µm
_04744_,24.44µm
_07908_,24.44µm
_11939_,24.44µm
_14703_,24.44µm
_04970_,24.42µm
_08409_,24.42µm
act_out\[0\]\[1\],24.42µm
clknet_leaf_71_clk,24.42µm
_09278_,24.4µm
threads\[3\].register_instance.registers\[6\]\[10\],24.4µm
clknet_leaf_507_clk,24.4µm
_11143_,24.38µm
_18600_,24.38µm
_21764_,24.38µm
_07744_,24.36µm
_20111_,24.36µm
fma_out\[2\]\[9\],24.36µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r3_prod_mant\[3\],24.36µm
_04132_,24.34µm
_09526_,24.34µm
_11976_,24.34µm
threads\[1\].register_instance.registers\[12\]\[7\],24.34µm
threads\[1\].register_instance.registers\[9\]\[3\],24.34µm
data_mem_write_address_flat[33],24.34µm
clknet_leaf_252_clk,24.34µm
threads\[0\].register_instance.registers\[4\]\[7\],24.335µm
_04885_,24.32µm
_08320_,24.32µm
_09938_,24.32µm
_14292_,24.32µm
_14323_,24.32µm
_15108_,24.32µm
data_mem_read_address_flat[46],24.32µm
_10291_,24.31µm
_04630_,24.3µm
_09294_,24.3µm
_10404_,24.3µm
_11812_,24.3µm
_12175_,24.3µm
_13161_,24.3µm
net1506,24.3µm
clknet_leaf_472_clk,24.3µm
clknet_leaf_533_clk,24.3µm
_08031_,24.28µm
_09395_,24.28µm
_11858_,24.28µm
threads\[2\].register_instance.registers\[1\]\[11\],24.28µm
clknet_leaf_266_clk,24.28µm
threads\[0\].register_instance.registers\[12\]\[12\],24.265µm
_09086_,24.26µm
_12194_,24.26µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_sign,24.26µm
clknet_leaf_62_clk,24.26µm
_04884_,24.24µm
_09760_,24.24µm
_20612_,24.24µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[2\]\[5\],24.24µm
_07134_,24.22µm
_07289_,24.22µm
_13818_,24.22µm
threads\[1\].register_instance.registers\[0\]\[10\],24.22µm
_05360_,24.2µm
_08257_,24.2µm
_21584_,24.2µm
threads\[3\].register_instance.registers\[6\]\[11\],24.2µm
net1253,24.2µm
threads\[3\].register_instance.registers\[0\]\[15\],24.19µm
_10613_,24.18µm
_19171_,24.18µm
_20776_,24.18µm
clknet_leaf_264_clk,24.18µm
threads\[0\].register_instance.registers\[12\]\[10\],24.17µm
_03152_,24.16µm
_06498_,24.16µm
_09366_,24.16µm
_09519_,24.16µm
_13503_,24.16µm
threads\[0\].register_instance.registers\[11\]\[12\],24.16µm
threads\[1\].register_instance.registers\[12\]\[6\],24.16µm
_12438_,24.15µm
_04522_,24.14µm
_09627_,24.14µm
_10922_,24.14µm
threads\[2\].register_instance.registers\[8\]\[8\],24.14µm
_17914_,24.135µm
_04940_,24.12µm
_12440_,24.12µm
_14350_,24.12µm
_17017_,24.12µm
_20376_,24.12µm
data_mem_read_address_flat[53],24.12µm
_07405_,24.1µm
_07841_,24.1µm
_09621_,24.1µm
_13006_,24.1µm
_18397_,24.1µm
_18788_,24.1µm
thread_count[1],24.1µm
clknet_leaf_52_clk,24.1µm
_08528_,24.09µm
act_out\[1\]\[0\],24.085µm
_06026_,24.08µm
_10830_,24.08µm
_17045_,24.08µm
_18330_,24.08µm
net1314,24.08µm
clknet_leaf_117_clk,24.08µm
_16290_,24.075µm
_02606_,24.06µm
_02999_,24.06µm
_03982_,24.06µm
_08680_,24.06µm
_17849_,24.06µm
threads\[3\].register_instance.registers\[1\]\[15\],24.06µm
threads\[3\].register_instance.registers\[4\]\[14\],24.06µm
_06641_,24.04µm
_09072_,24.04µm
_13832_,24.04µm
_14828_,24.04µm
threads\[0\].register_instance.registers\[9\]\[2\],24.04µm
_05538_,24.02µm
_05562_,24.02µm
_12805_,24.02µm
_13567_,24.02µm
act_out\[2\]\[6\],24.02µm
_04529_,24µm
_05017_,24µm
_12901_,24µm
data_mem_write_address_flat[72],24µm
net1512,23.99µm
_11960_,23.98µm
threads\[1\].fma_instance.r3_weighted\[9\],23.98µm
_04075_,23.96µm
_06069_,23.96µm
_10693_,23.96µm
_19350_,23.96µm
_20977_,23.96µm
threads\[0\].register_instance.registers\[9\]\[8\],23.96µm
_02783_,23.94µm
_03585_,23.94µm
_19634_,23.94µm
_04181_,23.93µm
_03801_,23.92µm
_06454_,23.92µm
_06456_,23.92µm
_19051_,23.92µm
_21763_,23.92µm
threads\[0\].register_instance.registers\[8\]\[11\],23.92µm
_15016_,23.9µm
threads\[1\].register_instance.registers\[7\]\[7\],23.9µm
_04223_,23.88µm
_04372_,23.88µm
_07838_,23.88µm
clknet_leaf_6_clk,23.88µm
clknet_leaf_316_clk,23.88µm
_07490_,23.86µm
_09057_,23.86µm
_14309_,23.86µm
_15783_,23.86µm
_19220_,23.86µm
_21582_,23.86µm
data_mem_read_data_flat[10],23.86µm
data_mem_read_data_flat[47],23.86µm
threads\[3\].register_instance.registers\[0\]\[9\],23.845µm
_11463_,23.84µm
_13103_,23.84µm
_13301_,23.84µm
_19864_,23.84µm
_21819_,23.84µm
net1223,23.84µm
systolic_arrays\[0\].systolic_array_inst.b_wire\[2\]\[5\],23.84µm
clknet_leaf_572_clk,23.84µm
_05370_,23.82µm
_12302_,23.82µm
_12372_,23.82µm
_19013_,23.82µm
_19060_,23.82µm
_02441_,23.8µm
_06957_,23.8µm
_09104_,23.8µm
_11478_,23.8µm
_13769_,23.8µm
clknet_leaf_72_clk,23.8µm
clknet_leaf_179_clk,23.8µm
_16596_,23.78µm
_19743_,23.775µm
_05699_,23.76µm
_09982_,23.76µm
_13792_,23.76µm
clknet_leaf_191_clk,23.76µm
_08638_,23.755µm
_19286_,23.74µm
_12797_,23.725µm
threads\[2\].register_instance.registers\[2\]\[12\],23.725µm
_10312_,23.72µm
clknet_leaf_229_clk,23.72µm
_12580_,23.715µm
pipe_rd_data\[0\]\[8\],23.715µm
_15760_,23.7µm
threads\[1\].register_instance.registers\[12\]\[1\],23.7µm
_08027_,23.68µm
clknet_leaf_329_clk,23.68µm
_00928_,23.675µm
_11634_,23.66µm
threads\[2\].register_instance.registers\[6\]\[4\],23.66µm
_16725_,23.655µm
_05407_,23.64µm
_07676_,23.64µm
data_mem_read_data_flat[32],23.64µm
decoded_pc_mux,23.64µm
clknet_leaf_107_clk,23.64µm
_08261_,23.62µm
_08625_,23.62µm
_09629_,23.62µm
clknet_leaf_91_clk,23.62µm
_16184_,23.605µm
_02482_,23.6µm
_10243_,23.6µm
_13843_,23.6µm
_15694_,23.6µm
_14816_,23.59µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[5\],23.59µm
_08499_,23.58µm
_10381_,23.565µm
_06021_,23.56µm
_06711_,23.56µm
_12521_,23.56µm
_16011_,23.56µm
_17311_,23.56µm
threads\[0\].register_instance.registers\[6\]\[8\],23.56µm
data_mem_read_data_flat[31],23.56µm
_16089_,23.555µm
clknet_leaf_379_clk,23.55µm
_12852_,23.54µm
_12888_,23.54µm
_22059_,23.54µm
clknet_leaf_28_clk,23.54µm
clknet_leaf_284_clk,23.54µm
clknet_leaf_289_clk,23.54µm
_19946_,23.53µm
_08403_,23.52µm
_15084_,23.52µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r2_mantissa\[6\],23.505µm
_06413_,23.5µm
_17448_,23.5µm
_17857_,23.5µm
net1244,23.5µm
_12704_,23.48µm
_17765_,23.48µm
_21514_,23.48µm
decoded_rd_address[3],23.48µm
_07978_,23.46µm
_10482_,23.45µm
_14172_,23.44µm
threads\[0\].register_instance.registers\[9\]\[3\],23.44µm
_02830_,23.42µm
_12041_,23.42µm
_12116_,23.42µm
_12369_,23.42µm
_18067_,23.42µm
_19387_,23.42µm
_21435_,23.42µm
_03687_,23.4µm
threads\[1\].register_instance.registers\[3\]\[5\],23.4µm
data_mem_read_data_flat[9],23.4µm
_04174_,23.38µm
_06644_,23.38µm
_08550_,23.38µm
_12204_,23.38µm
_13613_,23.38µm
_17762_,23.38µm
net401,23.38µm
clknet_leaf_260_clk,23.38µm
_11764_,23.36µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r3_prod_mant\[7\],23.36µm
threads\[1\].pc_instance.nzp\[0\],23.36µm
threads\[2\].register_instance.registers\[12\]\[2\],23.36µm
clknet_leaf_515_clk,23.36µm
_04734_,23.34µm
_11294_,23.34µm
clknet_leaf_564_clk,23.34µm
threads\[3\].fma_instance.r3_weighted\[13\],23.33µm
_09236_,23.32µm
_13026_,23.32µm
_17003_,23.32µm
_18346_,23.32µm
_09107_,23.31µm
_03926_,23.3µm
_05257_,23.3µm
_07766_,23.3µm
_18966_,23.3µm
clknet_leaf_350_clk,23.3µm
_04949_,23.28µm
_19486_,23.28µm
clknet_leaf_228_clk,23.28µm
threads\[0\].register_instance.registers\[7\]\[5\],23.275µm
_06669_,23.26µm
_12513_,23.26µm
clknet_leaf_48_clk,23.26µm
clknet_leaf_67_clk,23.26µm
net1588,23.26µm
_15936_,23.255µm
threads\[1\].register_instance.registers\[12\]\[4\],23.25µm
_01676_,23.24µm
_09836_,23.24µm
_16165_,23.24µm
_18871_,23.24µm
_19830_,23.23µm
_03845_,23.22µm
_04009_,23.22µm
_16289_,23.22µm
_17230_,23.22µm
_18655_,23.21µm
_16777_,23.2µm
_17930_,23.2µm
clknet_leaf_396_clk,23.2µm
_07870_,23.18µm
_12327_,23.18µm
threads\[2\].register_instance.registers\[3\]\[4\],23.18µm
data_mem_read_data_flat[29],23.18µm
decoded_rs_address[0],23.18µm
_03460_,23.16µm
_18192_,23.16µm
_19611_,23.16µm
_20140_,23.16µm
threads\[1\].register_instance.registers\[9\]\[10\],23.16µm
_07876_,23.14µm
_19934_,23.14µm
threads\[0\].register_instance.registers\[3\]\[8\],23.13µm
_13027_,23.12µm
_13198_,23.12µm
_14762_,23.12µm
_04512_,23.11µm
_04488_,23.1µm
_06735_,23.1µm
_07719_,23.1µm
_08162_,23.1µm
_09962_,23.1µm
_11103_,23.1µm
threads\[2\].register_instance.registers\[7\]\[13\],23.1µm
_03151_,23.08µm
_03743_,23.08µm
_13074_,23.08µm
_18380_,23.08µm
_21392_,23.08µm
clknet_leaf_383_clk,23.08µm
_02555_,23.06µm
_03645_,23.06µm
_17823_,23.06µm
_01806_,23.055µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[13\],23.055µm
_05149_,23.05µm
net1513,23.05µm
_05582_,23.04µm
_13119_,23.04µm
_14912_,23.04µm
_15618_,23.04µm
_19508_,23.04µm
threads\[1\].register_instance.registers\[12\]\[3\],23.025µm
_08920_,23.02µm
_11913_,23.02µm
_19342_,23.02µm
data_mem_read_address_flat[72],23.02µm
_10399_,23µm
_15172_,23µm
data_mem_write_valid[0],23µm
clknet_leaf_60_clk,23µm
clknet_leaf_388_clk,23µm
_12596_,22.98µm
_21348_,22.98µm
_01662_,22.965µm
_06196_,22.96µm
_07935_,22.96µm
_15434_,22.96µm
_18298_,22.96µm
fma_out\[0\]\[2\],22.96µm
systolic_arrays\[0\].systolic_array_inst.b_wire\[2\]\[7\],22.96µm
data_mem_write_address_flat[32],22.96µm
data_mem_write_address_flat[4],22.96µm
threads\[2\].register_instance.registers\[2\]\[10\],22.955µm
_22056_,22.95µm
_15123_,22.94µm
threads\[0\].register_instance.registers\[7\]\[10\],22.94µm
data_mem_write_data_flat[15],22.94µm
_06800_,22.92µm
_07811_,22.92µm
_09319_,22.92µm
_13317_,22.92µm
_17221_,22.92µm
clknet_leaf_233_clk,22.91µm
_12038_,22.9µm
_14478_,22.9µm
_19803_,22.9µm
_10547_,22.885µm
_12068_,22.88µm
_18937_,22.88µm
_21089_,22.88µm
threads\[2\].fma_instance.exec_phase,22.88µm
_17194_,22.86µm
_13269_,22.84µm
_17856_,22.84µm
_10168_,22.83µm
_20274_,22.82µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[3\]\[7\],22.82µm
_02749_,22.8µm
_04351_,22.8µm
_05943_,22.8µm
_09030_,22.8µm
_20409_,22.8µm
clknet_leaf_457_clk,22.8µm
net1519,22.8µm
clknet_leaf_174_clk,22.79µm
_07956_,22.78µm
_18115_,22.78µm
act_out\[1\]\[13\],22.78µm
threads\[1\].register_instance.registers\[6\]\[4\],22.78µm
threads\[3\].register_instance.registers\[6\]\[13\],22.78µm
data_mem_read_data_flat[5],22.78µm
clknet_leaf_4_clk,22.78µm
clknet_leaf_199_clk,22.78µm
_09032_,22.76µm
_11092_,22.76µm
_12101_,22.76µm
_13302_,22.76µm
_17282_,22.76µm
_18862_,22.76µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.compute_enable,22.76µm
_14965_,22.74µm
threads\[2\].register_instance.registers\[2\]\[9\],22.725µm
_02930_,22.72µm
_03948_,22.72µm
_05072_,22.72µm
_06842_,22.72µm
_10717_,22.72µm
_18876_,22.72µm
_19643_,22.72µm
net1170,22.72µm
block_id[2],22.72µm
data_mem_read_data_flat[3],22.72µm
decoded_mem_write_enable,22.72µm
decoded_rd_address[0],22.72µm
decoded_rd_address[1],22.72µm
_08187_,22.715µm
_03777_,22.7µm
_18241_,22.7µm
_18281_,22.7µm
threads\[0\].register_instance.registers\[8\]\[15\],22.695µm
_04979_,22.68µm
_08553_,22.68µm
_11146_,22.68µm
threads\[1\].register_instance.registers\[1\]\[7\],22.68µm
_03636_,22.67µm
_07117_,22.665µm
threads\[1\].register_instance.registers\[7\]\[4\],22.645µm
clknet_leaf_0_clk,22.64µm
clknet_leaf_321_clk,22.64µm
_05632_,22.62µm
_14557_,22.62µm
_15902_,22.62µm
_19600_,22.62µm
data_mem_write_address_flat[53],22.62µm
data_mem_write_data_flat[5],22.62µm
_17741_,22.605µm
_06839_,22.6µm
_10532_,22.6µm
_13754_,22.6µm
_16314_,22.585µm
_04801_,22.58µm
_18382_,22.58µm
_13802_,22.57µm
_02508_,22.56µm
_09119_,22.56µm
_14467_,22.56µm
_18802_,22.56µm
threads\[0\].register_instance.registers\[3\]\[12\],22.56µm
threads\[2\].register_instance.registers\[7\]\[7\],22.56µm
_04337_,22.54µm
_05015_,22.54µm
_13950_,22.54µm
_15671_,22.54µm
_17365_,22.54µm
net1251,22.54µm
data_mem_write_address_flat[31],22.54µm
_21993_,22.52µm
clknet_leaf_500_clk,22.52µm
_11824_,22.515µm
clknet_leaf_118_clk,22.515µm
_09636_,22.5µm
_11721_,22.5µm
_14164_,22.5µm
_18654_,22.5µm
threads\[2\].register_instance.registers\[3\]\[2\],22.5µm
net1238,22.5µm
data_mem_write_address_flat[10],22.5µm
data_mem_write_data_flat[29],22.5µm
_03117_,22.48µm
_04730_,22.48µm
_14572_,22.48µm
_18287_,22.48µm
threads\[1\].register_instance.registers\[12\]\[13\],22.48µm
_09106_,22.46µm
_12057_,22.46µm
_14269_,22.46µm
_15174_,22.46µm
_18388_,22.46µm
_19009_,22.46µm
_19880_,22.44µm
data_mem_write_address_flat[8],22.44µm
threads\[2\].register_instance.registers\[1\]\[0\],22.425µm
_12515_,22.42µm
_16141_,22.42µm
_19855_,22.42µm
pipe_rd_data\[2\]\[9\],22.42µm
_09459_,22.4µm
_13797_,22.4µm
_14180_,22.4µm
_15351_,22.4µm
_17102_,22.4µm
threads\[0\].register_instance.registers\[5\]\[5\],22.4µm
threads\[2\].register_instance.registers\[6\]\[10\],22.4µm
clknet_leaf_525_clk,22.4µm
threads\[0\].register_instance.registers\[11\]\[6\],22.395µm
_03824_,22.38µm
_05937_,22.38µm
threads\[1\].fma_instance.r3_weighted\[14\],22.38µm
clknet_leaf_328_clk,22.38µm
clknet_leaf_445_clk,22.38µm
_06535_,22.36µm
_10054_,22.36µm
_06521_,22.34µm
threads\[0\].register_instance.registers\[11\]\[8\],22.34µm
_21267_,22.33µm
_05585_,22.32µm
_07317_,22.32µm
_11594_,22.32µm
_21783_,22.32µm
decoded_act_enable,22.32µm
clknet_leaf_487_clk,22.32µm
_14584_,22.3µm
_20648_,22.3µm
_21986_,22.3µm
threads\[3\].register_instance.registers\[4\]\[10\],22.3µm
clknet_leaf_366_clk,22.3µm
threads\[0\].register_instance.registers\[9\]\[9\],22.29µm
_11781_,22.28µm
_19304_,22.28µm
threads\[2\].register_instance.registers\[12\]\[8\],22.28µm
clknet_leaf_417_clk,22.28µm
_19214_,22.26µm
_08207_,22.255µm
program_mem_read_data[11],22.25µm
_03550_,22.24µm
_11014_,22.24µm
clknet_leaf_467_clk,22.24µm
_08336_,22.22µm
_05895_,22.215µm
_11878_,22.2µm
net1220,22.2µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[0\],22.2µm
_06529_,22.19µm
clknet_leaf_39_clk,22.19µm
_11365_,22.18µm
_11908_,22.18µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[2\]\[14\],22.18µm
decoded_rd_address[2],22.18µm
threads\[1\].register_instance.registers\[0\]\[6\],22.175µm
_08110_,22.165µm
_05367_,22.16µm
_06483_,22.16µm
_18465_,22.16µm
net1448,22.16µm
_08414_,22.14µm
_11067_,22.14µm
_11108_,22.14µm
threads\[2\].register_instance.registers\[9\]\[11\],22.14µm
_06851_,22.13µm
_10614_,22.12µm
_13039_,22.12µm
_18961_,22.12µm
threads\[0\].register_instance.registers\[7\]\[3\],22.12µm
_06032_,22.1µm
_18108_,22.1µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_mant\[3\],22.1µm
data_mem_write_data_flat[21],22.1µm
net1412,22.1µm
threads\[3\].register_instance.registers\[6\]\[12\],22.085µm
_06491_,22.08µm
_13123_,22.08µm
_13481_,22.08µm
clknet_leaf_401_clk,22.08µm
_09961_,22.06µm
_11369_,22.06µm
_14513_,22.06µm
threads\[1\].register_instance.registers\[6\]\[11\],22.06µm
_04753_,22.04µm
_06866_,22.04µm
_13702_,22.04µm
_15716_,22.04µm
_17264_,22.04µm
_19415_,22.04µm
act_out\[0\]\[5\],22.04µm
_09286_,22.025µm
_10750_,22.02µm
_16352_,22.02µm
_19307_,22.02µm
_19479_,22.02µm
act_out\[3\]\[13\],22.01µm
_14878_,22.005µm
_09026_,22µm
_13038_,22µm
_21220_,22µm
clknet_leaf_137_clk,22µm
_18742_,21.995µm
_05539_,21.98µm
_08226_,21.98µm
_22096_,21.98µm
data_mem_write_data_flat[31],21.98µm
clknet_leaf_16_clk,21.98µm
_09473_,21.96µm
_09848_,21.96µm
_12297_,21.96µm
_13937_,21.96µm
clknet_leaf_167_clk,21.96µm
_11628_,21.95µm
_13230_,21.94µm
_14657_,21.94µm
_18556_,21.94µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_sign,21.94µm
threads\[0\].register_instance.registers\[3\]\[13\],21.94µm
threads\[0\].register_instance.registers\[8\]\[12\],21.94µm
_02898_,21.92µm
_08441_,21.92µm
_09131_,21.92µm
_09751_,21.92µm
_10421_,21.92µm
_19239_,21.92µm
clknet_leaf_88_clk,21.92µm
clknet_leaf_223_clk,21.915µm
_20789_,21.91µm
_07065_,21.9µm
_20062_,21.9µm
_07257_,21.88µm
_09251_,21.88µm
_14054_,21.88µm
_15103_,21.88µm
_20434_,21.88µm
_21244_,21.88µm
_21540_,21.87µm
_09296_,21.86µm
alu_out\[3\]\[12\],21.86µm
threads\[0\].register_instance.registers\[2\]\[8\],21.86µm
threads\[2\].register_instance.registers\[9\]\[0\],21.86µm
clknet_leaf_104_clk,21.86µm
_08561_,21.84µm
threads\[0\].register_instance.registers\[0\]\[14\],21.84µm
_09524_,21.82µm
_11038_,21.82µm
_17504_,21.82µm
_03184_,21.815µm
_04080_,21.8µm
_04112_,21.8µm
_08161_,21.8µm
_08518_,21.8µm
_08919_,21.8µm
_11213_,21.8µm
_12088_,21.8µm
_13943_,21.8µm
threads\[2\].register_instance.registers\[4\]\[10\],21.785µm
_04163_,21.78µm
_06236_,21.78µm
_09705_,21.78µm
_11120_,21.78µm
_11504_,21.78µm
_12558_,21.78µm
_14214_,21.78µm
scheduler_instance.branch_diverge_inst.stack_reconverge\[1\]\[1\],21.78µm
data_mem_read_address_flat[15],21.78µm
_11885_,21.76µm
_14595_,21.76µm
_15210_,21.76µm
_15923_,21.76µm
_18928_,21.75µm
threads\[3\].register_instance.registers\[9\]\[9\],21.745µm
_09103_,21.74µm
net1731,21.74µm
_16409_,21.72µm
_21139_,21.72µm
_05689_,21.7µm
_08353_,21.7µm
net1215,21.7µm
net1267,21.7µm
data_mem_write_data_flat[14],21.7µm
data_mem_write_data_flat[2],21.7µm
clknet_leaf_340_clk,21.7µm
_07442_,21.69µm
_02868_,21.68µm
_07205_,21.68µm
_14848_,21.68µm
_18653_,21.68µm
_21797_,21.68µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[29\],21.68µm
threads\[3\].fma_instance.r3_weighted\[5\],21.68µm
_15328_,21.675µm
threads\[1\].register_instance.registers\[4\]\[1\],21.675µm
_02818_,21.66µm
_05859_,21.66µm
_10962_,21.66µm
_12202_,21.66µm
_19398_,21.66µm
threads\[0\].register_instance.registers\[6\]\[5\],21.66µm
_02470_,21.64µm
_06939_,21.64µm
_12834_,21.64µm
net1193,21.64µm
net1270,21.64µm
_15664_,21.62µm
_18991_,21.62µm
threads\[0\].register_instance.registers\[9\]\[6\],21.62µm
_03625_,21.6µm
threads\[3\].register_instance.registers\[3\]\[15\],21.6µm
_12705_,21.595µm
_02882_,21.58µm
_04238_,21.58µm
_09154_,21.58µm
_10415_,21.58µm
_11413_,21.58µm
_19086_,21.58µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r2_mantissa\[11\],21.58µm
data_mem_write_data_flat[63],21.58µm
net1427,21.58µm
_08521_,21.57µm
program_mem_read_data[9],21.57µm
_04891_,21.56µm
_09149_,21.56µm
_02509_,21.555µm
_17084_,21.555µm
_08823_,21.54µm
_10899_,21.54µm
_12304_,21.54µm
_12860_,21.54µm
_18662_,21.54µm
net1174,21.54µm
_03238_,21.525µm
_04259_,21.52µm
_11322_,21.52µm
_14096_,21.52µm
_11691_,21.51µm
_07525_,21.5µm
_09758_,21.5µm
_10398_,21.5µm
_16346_,21.5µm
threads\[1\].lsu_instance.lsu_state\[2\],21.5µm
_05566_,21.48µm
_13820_,21.48µm
_21678_,21.48µm
clknet_leaf_420_clk,21.48µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_sign,21.475µm
_16676_,21.465µm
_03148_,21.46µm
_11473_,21.46µm
_14170_,21.46µm
_17189_,21.46µm
_18577_,21.46µm
threads\[1\].register_instance.registers\[2\]\[9\],21.46µm
_22097_,21.45µm
_14440_,21.44µm
_01452_,21.435µm
_06696_,21.42µm
_10208_,21.42µm
_14075_,21.42µm
_20205_,21.42µm
threads\[3\].register_instance.registers\[3\]\[6\],21.42µm
data_mem_write_ready[0],21.42µm
threads\[0\].register_instance.registers\[2\]\[14\],21.405µm
_09271_,21.4µm
_11806_,21.4µm
clknet_leaf_259_clk,21.4µm
_03873_,21.38µm
_03887_,21.38µm
_06397_,21.38µm
_08657_,21.38µm
_12219_,21.38µm
_17326_,21.38µm
_18979_,21.38µm
_12385_,21.37µm
_15377_,21.36µm
fma_out\[1\]\[9\],21.36µm
_06295_,21.34µm
_11759_,21.34µm
_18521_,21.34µm
_20737_,21.34µm
_21773_,21.34µm
data_mem_read_data_flat[25],21.34µm
data_mem_read_data_flat[26],21.34µm
_02318_,21.32µm
_13175_,21.32µm
net1729,21.32µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[1\],21.315µm
threads\[1\].register_instance.registers\[4\]\[5\],21.305µm
_05604_,21.3µm
net1454,21.3µm
_06345_,21.29µm
_04715_,21.28µm
_12645_,21.28µm
_13798_,21.28µm
_14774_,21.28µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r3_prod_mant\[10\],21.28µm
_02343_,21.27µm
_08850_,21.26µm
_10892_,21.26µm
_16877_,21.26µm
_18652_,21.26µm
_20822_,21.26µm
threads\[1\].register_instance.registers\[9\]\[9\],21.26µm
decoded_rs_address[2],21.26µm
decoded_rs_address[3],21.26µm
clknet_leaf_256_clk,21.26µm
_03633_,21.24µm
_04798_,21.24µm
