net,length_um
threads\[3\].register_instance.registers\[6\]\[2\],29.215µm
_07135_,29.2µm
_12312_,29.2µm
_12525_,29.2µm
_04076_,29.17µm
_15393_,29.17µm
_03595_,29.16µm
_03951_,29.16µm
_02958_,29.15µm
_03757_,29.14µm
_05992_,29.14µm
_05997_,29.14µm
_09349_,29.14µm
clknet_leaf_541_clk,29.14µm
threads\[2\].register_instance.registers\[5\]\[4\],29.135µm
_13072_,29.12µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[24\],29.12µm
threads\[1\].register_instance.registers\[6\]\[5\],29.12µm
threads\[0\].register_instance.registers\[3\]\[5\],29.105µm
threads\[3\].register_instance.registers\[2\]\[7\],29.1µm
_04855_,29.08µm
_17295_,29.08µm
net1212,29.08µm
threads\[2\].register_instance.registers\[1\]\[10\],29.08µm
decoded_immediate[0],29.08µm
_05211_,29.06µm
_14958_,29.06µm
_20550_,29.06µm
threads\[1\].register_instance.registers\[11\]\[11\],29.055µm
threads\[2\].register_instance.registers\[8\]\[2\],29.04µm
_03123_,29.02µm
_05146_,29.02µm
_10968_,29.02µm
_01610_,29.005µm
_03899_,29µm
_09141_,29µm
_13855_,29µm
_11828_,28.98µm
data_mem_read_address_flat[7],28.98µm
data_mem_write_address_flat[27],28.98µm
net1398,28.97µm
_03342_,28.96µm
_08086_,28.96µm
_09747_,28.96µm
_18864_,28.96µm
threads\[3\].register_instance.registers\[3\]\[3\],28.96µm
_17257_,28.94µm
_19474_,28.94µm
_20842_,28.94µm
net1116,28.94µm
clknet_leaf_99_clk,28.94µm
clknet_leaf_138_clk,28.94µm
threads\[2\].pc_instance.nzp\[0\],28.915µm
_18153_,28.91µm
_13414_,28.9µm
_15796_,28.9µm
_18875_,28.9µm
threads\[2\].register_instance.registers\[5\]\[0\],28.88µm
decoded_nzp[2],28.88µm
_14101_,28.87µm
_11496_,28.86µm
_13617_,28.86µm
clknet_leaf_449_clk,28.86µm
_12711_,28.85µm
_08516_,28.845µm
_04201_,28.84µm
_12522_,28.84µm
_14137_,28.84µm
clknet_leaf_106_clk,28.84µm
_18428_,28.835µm
_18151_,28.82µm
net1171,28.82µm
clknet_leaf_288_clk,28.82µm
threads\[3\].register_instance.registers\[9\]\[8\],28.815µm
threads\[1\].register_instance.registers\[8\]\[1\],28.805µm
_05864_,28.8µm
clknet_leaf_193_clk,28.8µm
clknet_leaf_209_clk,28.8µm
_08297_,28.78µm
_11926_,28.78µm
_21990_,28.78µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[2\]\[11\],28.78µm
threads\[1\].register_instance.registers\[3\]\[4\],28.775µm
data_mem_read_address_flat[49],28.76µm
threads\[3\].register_instance.registers\[7\]\[10\],28.755µm
_06327_,28.75µm
clknet_leaf_326_clk,28.74µm
_03519_,28.72µm
threads\[0\].register_instance.registers\[2\]\[0\],28.705µm
_05410_,28.7µm
_03071_,28.68µm
_16506_,28.68µm
clknet_leaf_310_clk,28.68µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_mant\[4\],28.67µm
_05909_,28.66µm
_20390_,28.66µm
threads\[1\].register_instance.registers\[3\]\[14\],28.66µm
clknet_leaf_535_clk,28.66µm
clknet_leaf_549_clk,28.66µm
_07080_,28.64µm
_19640_,28.64µm
clknet_leaf_63_clk,28.64µm
threads\[1\].register_instance.registers\[9\]\[12\],28.625µm
_05967_,28.62µm
_14892_,28.62µm
_15367_,28.62µm
_18912_,28.62µm
clknet_leaf_440_clk,28.62µm
threads\[3\].register_instance.registers\[5\]\[3\],28.605µm
_03133_,28.6µm
_10534_,28.6µm
_10972_,28.6µm
_11266_,28.6µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_sign,28.6µm
_07503_,28.58µm
decoded_immediate[5],28.57µm
_11023_,28.56µm
_16675_,28.56µm
_17615_,28.56µm
_03044_,28.54µm
_04344_,28.54µm
_05374_,28.54µm
_05888_,28.54µm
threads\[2\].register_instance.registers\[11\]\[7\],28.54µm
_05627_,28.52µm
_07968_,28.52µm
_16017_,28.52µm
clknet_leaf_122_clk,28.52µm
clknet_leaf_250_clk,28.52µm
clknet_leaf_312_clk,28.52µm
_04141_,28.5µm
_11593_,28.5µm
threads\[1\].register_instance.registers\[8\]\[4\],28.5µm
threads\[2\].register_instance.registers\[2\]\[15\],28.5µm
_16095_,28.495µm
_09609_,28.48µm
_13235_,28.48µm
_16532_,28.48µm
_17479_,28.48µm
clknet_leaf_394_clk,28.48µm
threads\[2\].register_instance.registers\[0\]\[2\],28.465µm
_04850_,28.46µm
_09903_,28.46µm
_17014_,28.46µm
net1269,28.46µm
_02596_,28.44µm
_12292_,28.44µm
_21553_,28.44µm
clknet_leaf_531_clk,28.44µm
threads\[2\].register_instance.registers\[2\]\[11\],28.43µm
threads\[0\].register_instance.registers\[6\]\[12\],28.42µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_mant\[13\],28.405µm
_14227_,28.4µm
_21031_,28.4µm
threads\[3\].register_instance.registers\[8\]\[9\],28.4µm
data_mem_read_valid[1],28.4µm
data_mem_write_address_flat[25],28.4µm
_08538_,28.38µm
_10510_,28.38µm
_18212_,28.38µm
data_mem_write_data_flat[44],28.36µm
_14402_,28.34µm
net1458,28.34µm
_21457_,28.33µm
threads\[2\].register_instance.registers\[3\]\[9\],28.32µm
_12518_,28.3µm
_13509_,28.3µm
_18430_,28.3µm
threads\[2\].register_instance.registers\[2\]\[3\],28.3µm
_01607_,28.285µm
threads\[2\].register_instance.registers\[4\]\[14\],28.285µm
_20782_,28.28µm
_03131_,28.275µm
_16042_,28.265µm
_10223_,28.26µm
threads\[3\].register_instance.registers\[10\]\[14\],28.24µm
_13878_,28.23µm
_02714_,28.22µm
_18070_,28.22µm
_20462_,28.22µm
clknet_leaf_132_clk,28.22µm
clknet_leaf_346_clk,28.22µm
_08020_,28.2µm
_12099_,28.2µm
threads\[1\].register_instance.registers\[1\]\[1\],28.19µm
clknet_leaf_243_clk,28.18µm
clknet_leaf_563_clk,28.18µm
_00049_,28.16µm
_10369_,28.16µm
_20666_,28.16µm
_03222_,28.14µm
_08416_,28.14µm
_12790_,28.14µm
threads\[3\].register_instance.registers\[6\]\[0\],28.135µm
_06122_,28.12µm
_13941_,28.12µm
threads\[1\].register_instance.registers\[2\]\[14\],28.12µm
_02507_,28.1µm
_10427_,28.1µm
_19933_,28.1µm
clknet_leaf_502_clk,28.1µm
_05024_,28.08µm
_05829_,28.08µm
net1250,28.08µm
clknet_leaf_573_clk,28.08µm
_10045_,28.065µm
_18248_,28.04µm
net1129,28.04µm
clknet_leaf_251_clk,28.04µm
_13372_,28.02µm
_16005_,28.02µm
threads\[0\].register_instance.registers\[6\]\[13\],28.02µm
data_mem_write_data_flat[47],28.02µm
clknet_leaf_75_clk,28.02µm
clknet_leaf_157_clk,28.02µm
clknet_leaf_539_clk,28.02µm
threads\[0\].register_instance.registers\[9\]\[15\],28.01µm
threads\[1\].register_instance.registers\[5\]\[0\],28.005µm
_04974_,28µm
_09184_,28µm
_13813_,28µm
_21161_,28µm
net1338,28µm
_16741_,27.985µm
threads\[1\].register_instance.registers\[4\]\[12\],27.985µm
_08776_,27.98µm
clknet_leaf_362_clk,27.98µm
clknet_leaf_516_clk,27.98µm
_19562_,27.96µm
_20040_,27.96µm
_16301_,27.94µm
data_mem_write_address_flat[43],27.94µm
clknet_leaf_439_clk,27.94µm
_18286_,27.93µm
threads\[3\].register_instance.registers\[2\]\[12\],27.925µm
clknet_leaf_61_clk,27.92µm
threads\[2\].lsu_instance.lsu_state\[1\],27.91µm
_09013_,27.9µm
_12917_,27.9µm
_13254_,27.9µm
_15983_,27.9µm
_17477_,27.9µm
_20289_,27.9µm
_19006_,27.88µm
threads\[2\].register_instance.registers\[3\]\[14\],27.865µm
clknet_leaf_226_clk,27.86µm
_13529_,27.84µm
clknet_leaf_365_clk,27.84µm
_11620_,27.82µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r4_acc\[9\],27.82µm
clknet_leaf_154_clk,27.82µm
instruction_for_decode[1],27.81µm
threads\[1\].register_instance.registers\[4\]\[15\],27.8µm
_15357_,27.78µm
threads\[2\].register_instance.registers\[5\]\[9\],27.78µm
_02654_,27.76µm
threads\[1\].lsu_instance.lsu_state\[1\],27.76µm
_12873_,27.75µm
_03359_,27.74µm
_07109_,27.74µm
_15602_,27.74µm
_16780_,27.735µm
_11592_,27.72µm
threads\[3\].fma_instance.exec_phase,27.72µm
clknet_leaf_232_clk,27.72µm
_07528_,27.7µm
systolic_arrays\[1\].systolic_array_inst.b_reg\[26\],27.7µm
_07636_,27.68µm
_16918_,27.68µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_mant\[7\],27.68µm
_05542_,27.67µm
_20986_,27.66µm
threads\[2\].register_instance.registers\[0\]\[12\],27.655µm
_06084_,27.64µm
_12559_,27.64µm
_14464_,27.64µm
_15763_,27.64µm
_19169_,27.64µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[26\],27.64µm
net1249,27.64µm
_03552_,27.62µm
_14302_,27.62µm
_20191_,27.62µm
_12934_,27.6µm
_06725_,27.58µm
_14436_,27.58µm
_21691_,27.56µm
threads\[0\].register_instance.registers\[1\]\[10\],27.56µm
threads\[3\].register_instance.registers\[1\]\[13\],27.56µm
_03092_,27.54µm
threads\[2\].register_instance.registers\[4\]\[8\],27.54µm
clknet_leaf_434_clk,27.54µm
clknet_leaf_496_clk,27.52µm
_11258_,27.5µm
_11321_,27.5µm
data_mem_read_address_flat[34],27.5µm
_11853_,27.48µm
_12285_,27.48µm
_08160_,27.46µm
_10940_,27.46µm
_11393_,27.46µm
_10051_,27.44µm
_10720_,27.44µm
_12902_,27.44µm
_16631_,27.44µm
threads\[0\].register_instance.registers\[5\]\[3\],27.44µm
clknet_leaf_163_clk,27.44µm
_08355_,27.43µm
_02613_,27.42µm
_12667_,27.42µm
clknet_leaf_414_clk,27.42µm
_06676_,27.41µm
threads\[1\].register_instance.registers\[0\]\[11\],27.405µm
_04849_,27.4µm
_06011_,27.38µm
_12287_,27.38µm
_12646_,27.38µm
clknet_leaf_151_clk,27.38µm
clknet_leaf_524_clk,27.38µm
_06558_,27.36µm
_21627_,27.36µm
_11216_,27.34µm
_16328_,27.34µm
_08435_,27.32µm
_11771_,27.32µm
_11784_,27.32µm
_12284_,27.32µm
_16927_,27.32µm
_17449_,27.32µm
_20971_,27.32µm
data_mem_read_data_flat[34],27.32µm
_12179_,27.3µm
_19261_,27.3µm
threads\[3\].register_instance.registers\[7\]\[6\],27.3µm
clknet_leaf_291_clk,27.3µm
act_out\[1\]\[15\],27.285µm
_08277_,27.28µm
_13001_,27.26µm
threads\[0\].register_instance.registers\[11\]\[4\],27.26µm
threads\[1\].register_instance.registers\[1\]\[15\],27.26µm
_06774_,27.24µm
_09028_,27.24µm
_17660_,27.24µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[2\]\[0\],27.24µm
_05704_,27.22µm
_06656_,27.22µm
_08474_,27.2µm
_08884_,27.2µm
_16463_,27.2µm
clknet_leaf_462_clk,27.2µm
_12725_,27.19µm
_14767_,27.18µm
threads\[2\].fma_instance.r3_weighted\[3\],27.18µm
clknet_leaf_9_clk,27.18µm
_05697_,27.17µm
_06546_,27.16µm
_11895_,27.16µm
threads\[0\].register_instance.registers\[4\]\[9\],27.16µm
net1376,27.16µm
clknet_leaf_325_clk,27.14µm
_06141_,27.12µm
_08358_,27.12µm
_04421_,27.1µm
_06175_,27.1µm
_07856_,27.1µm
_12712_,27.1µm
_18257_,27.1µm
net1243,27.1µm
_08626_,27.09µm
_04187_,27.085µm
_04839_,27.08µm
_19384_,27.08µm
net1234,27.08µm
net1235,27.08µm
_13140_,27.06µm
clknet_leaf_46_clk,27.06µm
clknet_leaf_54_clk,27.06µm
systolic_arrays\[0\].systolic_array_inst.b_wire\[2\]\[15\],27.04µm
threads\[0\].register_instance.registers\[12\]\[5\],27.04µm
_10055_,27.03µm
_06709_,27.02µm
_07927_,27.02µm
_11148_,27.02µm
_18015_,27.02µm
_19839_,27.02µm
clknet_leaf_53_clk,27.02µm
clknet_leaf_378_clk,27.02µm
threads\[2\].register_instance.registers\[0\]\[0\],27.005µm
_03746_,27µm
_04032_,27µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[8\],27µm
_02892_,26.98µm
_15778_,26.98µm
act_out\[0\]\[7\],26.98µm
net1273,26.98µm
clknet_leaf_406_clk,26.98µm
_05269_,26.96µm
_08624_,26.96µm
_10049_,26.96µm
_18063_,26.96µm
_18463_,26.96µm
threads\[0\].register_instance.registers\[7\]\[9\],26.96µm
clknet_leaf_456_clk,26.96µm
_10705_,26.945µm
_06308_,26.94µm
_17077_,26.94µm
clknet_leaf_7_clk,26.94µm
clknet_leaf_348_clk,26.94µm
_09531_,26.92µm
threads\[2\].register_instance.registers\[10\]\[11\],26.92µm
_09285_,26.915µm
threads\[0\].register_instance.registers\[2\]\[7\],26.905µm
_18211_,26.9µm
net1330,26.9µm
clknet_leaf_111_clk,26.9µm
clknet_leaf_143_clk,26.9µm
_05485_,26.88µm
_08486_,26.88µm
_17209_,26.86µm
_21103_,26.86µm
threads\[1\].register_instance.registers\[4\]\[4\],26.86µm
threads\[3\].register_instance.registers\[12\]\[12\],26.86µm
threads\[3\].register_instance.registers\[12\]\[14\],26.86µm
clknet_leaf_221_clk,26.86µm
_13065_,26.84µm
threads\[3\].register_instance.registers\[1\]\[3\],26.84µm
clknet_leaf_178_clk,26.84µm
_19195_,26.83µm
threads\[0\].register_instance.registers\[1\]\[4\],26.825µm
net1333,26.82µm
clknet_leaf_216_clk,26.81µm
_09535_,26.8µm
_21544_,26.8µm
_21893_,26.8µm
threads\[2\].register_instance.registers\[12\]\[11\],26.8µm
act_out\[1\]\[12\],26.79µm
_08256_,26.78µm
clknet_leaf_31_clk,26.78µm
_02554_,26.76µm
_10721_,26.76µm
clknet_leaf_280_clk,26.76µm
_09029_,26.74µm
net1317,26.74µm
threads\[0\].register_instance.registers\[4\]\[12\],26.725µm
_04991_,26.72µm
_11118_,26.7µm
_11205_,26.7µm
data_mem_write_ready[2],26.7µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r2_sign,26.695µm
_14119_,26.68µm
_17233_,26.68µm
clknet_leaf_387_clk,26.66µm
_20427_,26.64µm
threads\[0\].register_instance.registers\[2\]\[5\],26.64µm
net1274,26.64µm
_05092_,26.62µm
_07220_,26.62µm
_09639_,26.62µm
_17594_,26.62µm
net1395,26.62µm
_05870_,26.615µm
fma_out\[0\]\[7\],26.6µm
net1257,26.6µm
clknet_leaf_19_clk,26.6µm
_16220_,26.595µm
threads\[2\].register_instance.registers\[12\]\[7\],26.595µm
start,26.59µm
_02571_,26.58µm
_10590_,26.58µm
_12488_,26.58µm
_14357_,26.58µm
_04049_,26.56µm
_05540_,26.56µm
_13570_,26.56µm
_14223_,26.56µm
_15799_,26.56µm
_20442_,26.56µm
_09796_,26.54µm
threads\[0\].fma_instance.r3_weighted\[11\],26.515µm
_21336_,26.5µm
_11279_,26.48µm
data_mem_read_data_flat[44],26.48µm
_05836_,26.46µm
_06872_,26.46µm
instruction_for_decode[7],26.45µm
_02659_,26.44µm
threads\[3\].register_instance.registers\[6\]\[1\],26.44µm
_14410_,26.435µm
_02790_,26.42µm
_14498_,26.42µm
threads\[0\].register_instance.registers\[8\]\[8\],26.42µm
clknet_leaf_309_clk,26.42µm
clknet_leaf_512_clk,26.42µm
_18168_,26.4µm
_18214_,26.4µm
pipe_rd_data\[1\]\[9\],26.4µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[2\]\[8\],26.4µm
threads\[2\].register_instance.registers\[1\]\[7\],26.4µm
_03517_,26.38µm
_07913_,26.38µm
_09066_,26.38µm
_20641_,26.37µm
threads\[2\].register_instance.registers\[2\]\[14\],26.37µm
_05344_,26.36µm
_05386_,26.36µm
_13138_,26.36µm
_15502_,26.36µm
_17822_,26.36µm
systolic_arrays\[1\].systolic_array_inst.a_reg\[23\],26.36µm
clknet_leaf_376_clk,26.345µm
_09346_,26.34µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_sign,26.34µm
threads\[0\].register_instance.registers\[10\]\[3\],26.325µm
_11476_,26.32µm
_14789_,26.32µm
_19476_,26.32µm
_21340_,26.32µm
_04133_,26.3µm
_09914_,26.3µm
_14638_,26.3µm
clknet_leaf_282_clk,26.3µm
clknet_leaf_455_clk,26.3µm
_07502_,26.29µm
_12487_,26.29µm
_15201_,26.285µm
_20156_,26.28µm
act_out\[1\]\[7\],26.28µm
_11672_,26.26µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[3\]\[14\],26.26µm
threads\[0\].register_instance.registers\[7\]\[13\],26.26µm
threads\[2\].register_instance.registers\[8\]\[7\],26.26µm
clknet_leaf_395_clk,26.26µm
_18426_,26.255µm
threads\[1\].register_instance.registers\[7\]\[6\],26.255µm
_13381_,26.25µm
_12511_,26.24µm
threads\[0\].register_instance.registers\[7\]\[11\],26.225µm
_13160_,26.22µm
_13581_,26.22µm
clknet_leaf_304_clk,26.22µm
_21410_,26.2µm
_06068_,26.19µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[3\]\[11\],26.19µm
_03677_,26.18µm
_07740_,26.18µm
_09405_,26.18µm
_09426_,26.18µm
_14222_,26.18µm
_17328_,26.18µm
_21419_,26.18µm
threads\[1\].register_instance.registers\[12\]\[15\],26.18µm
_03570_,26.17µm
_17214_,26.14µm
_18218_,26.14µm
_20622_,26.14µm
threads\[1\].register_instance.registers\[0\]\[7\],26.14µm
net1255,26.14µm
data_mem_write_valid[2],26.14µm
_10639_,26.12µm
_10681_,26.115µm
_12307_,26.1µm
_12983_,26.1µm
_13842_,26.1µm
_15769_,26.1µm
_16354_,26.1µm
_21667_,26.1µm
clknet_leaf_557_clk,26.1µm
_12940_,26.09µm
threads\[3\].register_instance.registers\[12\]\[10\],26.09µm
_10203_,26.08µm
_16937_,26.08µm
threads\[1\].fma_instance.exec_phase,26.08µm
data_mem_write_address_flat[22],26.08µm
clknet_leaf_556_clk,26.08µm
_10640_,26.07µm
_04094_,26.06µm
_15292_,26.06µm
_15318_,26.06µm
clknet_leaf_338_clk,26.06µm
_03927_,26.04µm
_05095_,26.04µm
_21868_,26.04µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[3\]\[9\],26.04µm
_03650_,26.02µm
_09351_,26.02µm
_20678_,26µm
threads\[1\].register_instance.registers\[1\]\[8\],26µm
_20810_,25.99µm
_07239_,25.98µm
_07966_,25.98µm
_15030_,25.98µm
_15677_,25.98µm
_17860_,25.98µm
pipe_reg_input_mux\[1\],25.98µm
threads\[3\].register_instance.registers\[9\]\[3\],25.965µm
_03177_,25.95µm
_13060_,25.95µm
_19913_,25.94µm
_21734_,25.94µm
data_mem_write_data_flat[34],25.94µm
threads\[1\].register_instance.registers\[5\]\[12\],25.935µm
_06168_,25.92µm
_10528_,25.92µm
_18554_,25.92µm
clknet_leaf_473_clk,25.92µm
_14931_,25.915µm
_09598_,25.91µm
threads\[1\].register_instance.registers\[1\]\[6\],25.905µm
clknet_leaf_452_clk,25.905µm
_09199_,25.9µm
_19574_,25.9µm
clknet_leaf_432_clk,25.9µm
_13255_,25.88µm
_13500_,25.88µm
_14201_,25.88µm
_15199_,25.88µm
_17182_,25.865µm
_20300_,25.86µm
data_mem_read_ready[0],25.86µm
_03843_,25.84µm
_04818_,25.84µm
_07197_,25.84µm
_14532_,25.84µm
_20525_,25.84µm
clknet_leaf_14_clk,25.84µm
_18785_,25.83µm
_03112_,25.82µm
_04774_,25.82µm
_11723_,25.82µm
_08002_,25.8µm
_11431_,25.8µm
threads\[2\].register_instance.registers\[5\]\[15\],25.8µm
data_mem_write_valid[1],25.8µm
_07236_,25.78µm
_11152_,25.78µm
_13724_,25.78µm
_14128_,25.78µm
data_mem_read_data_flat[27],25.78µm
threads\[1\].register_instance.registers\[1\]\[3\],25.765µm
_13271_,25.76µm
_12112_,25.74µm
_16628_,25.74µm
clknet_leaf_451_clk,25.74µm
threads\[1\].register_instance.registers\[8\]\[15\],25.735µm
_06086_,25.72µm
_20106_,25.72µm
data_mem_write_data_flat[6],25.72µm
clknet_leaf_202_clk,25.72µm
clknet_leaf_258_clk,25.72µm
clknet_leaf_385_clk,25.72µm
_14999_,25.7µm
_19336_,25.7µm
net1266,25.7µm
clknet_leaf_285_clk,25.7µm
threads\[0\].fma_instance.r3_weighted\[13\],25.695µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[3\]\[10\],25.68µm
clknet_leaf_59_clk,25.68µm
_10183_,25.67µm
_10394_,25.67µm
data_mem_write_address_flat[29],25.66µm
threads\[3\].register_instance.registers\[1\]\[9\],25.65µm
threads\[0\].register_instance.registers\[2\]\[10\],25.645µm
_06033_,25.64µm
_09930_,25.64µm
_19012_,25.64µm
threads\[0\].register_instance.registers\[1\]\[2\],25.64µm
_09176_,25.62µm
_10771_,25.62µm
_12260_,25.62µm
_19593_,25.62µm
net1102,25.62µm
clknet_leaf_390_clk,25.62µm
_04097_,25.6µm
_16417_,25.6µm
systolic_arrays\[0\].systolic_array_inst.b_wire\[2\]\[4\],25.6µm
threads\[3\].register_instance.registers\[6\]\[3\],25.6µm
clknet_leaf_155_clk,25.6µm
_09436_,25.58µm
_17551_,25.58µm
_21180_,25.58µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r3_prod_mant\[10\],25.58µm
_15033_,25.57µm
_10083_,25.56µm
_11664_,25.56µm
_18100_,25.56µm
_12209_,25.54µm
_09116_,25.53µm
threads\[0\].register_instance.registers\[4\]\[8\],25.505µm
_03325_,25.5µm
_11967_,25.5µm
_12216_,25.5µm
_06130_,25.48µm
act_out\[0\]\[4\],25.48µm
net379,25.48µm
threads\[0\].register_instance.registers\[3\]\[15\],25.48µm
_01659_,25.465µm
_01653_,25.46µm
_03412_,25.46µm
_03562_,25.46µm
_13920_,25.46µm
_14130_,25.46µm
_15410_,25.46µm
_20760_,25.46µm
threads\[2\].fma_instance.r3_weighted\[2\],25.46µm
clknet_leaf_214_clk,25.46µm
_14486_,25.45µm
_04803_,25.44µm
_13073_,25.44µm
_19949_,25.44µm
_20785_,25.44µm
threads\[0\].register_instance.registers\[5\]\[1\],25.425µm
_02913_,25.42µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r3_prod_sign,25.42µm
threads\[0\].lsu_instance.lsu_state\[3\],25.42µm
clknet_leaf_189_clk,25.42µm
threads\[3\].register_instance.registers\[4\]\[6\],25.41µm
_02688_,25.4µm
_17094_,25.4µm
_05331_,25.38µm
_10460_,25.38µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_mant\[10\],25.38µm
threads\[0\].register_instance.registers\[4\]\[14\],25.38µm
clknet_leaf_34_clk,25.38µm
_17699_,25.36µm
threads\[0\].register_instance.registers\[3\]\[6\],25.36µm
threads\[1\].register_instance.registers\[1\]\[12\],25.355µm
clknet_leaf_245_clk,25.35µm
_02921_,25.34µm
_10048_,25.34µm
clknet_leaf_44_clk,25.34µm
clknet_leaf_477_clk,25.34µm
_07895_,25.32µm
_14011_,25.32µm
_15363_,25.32µm
_19390_,25.31µm
_07542_,25.3µm
_07683_,25.3µm
_14457_,25.3µm
_10694_,25.28µm
threads\[2\].register_instance.registers\[3\]\[1\],25.28µm
_07111_,25.26µm
_10144_,25.26µm
_14104_,25.26µm
_20578_,25.26µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[25\],25.26µm
data_mem_write_address_flat[3],25.26µm
clknet_leaf_485_clk,25.26µm
_15757_,25.25µm
_18738_,25.24µm
threads\[0\].register_instance.registers\[10\]\[0\],25.24µm
_18752_,25.23µm
_14482_,25.22µm
_17370_,25.22µm
_19278_,25.22µm
data_mem_write_data_flat[25],25.22µm
_05209_,25.21µm
_13000_,25.205µm
_08033_,25.2µm
_05505_,25.19µm
_13460_,25.19µm
_05100_,25.18µm
_09218_,25.18µm
_09423_,25.18µm
_14473_,25.18µm
_20193_,25.18µm
_20743_,25.18µm
clknet_leaf_210_clk,25.18µm
_20751_,25.17µm
_01635_,25.16µm
_20984_,25.16µm
systolic_arrays\[1\].systolic_array_inst.b_wire\[2\]\[15\],25.16µm
_02675_,25.14µm
_04622_,25.14µm
_05491_,25.14µm
_12945_,25.14µm
clknet_leaf_450_clk,25.14µm
_13642_,25.12µm
_16419_,25.12µm
threads\[0\].register_instance.registers\[7\]\[2\],25.12µm
_20484_,25.11µm
_02846_,25.1µm
_15159_,25.1µm
_04756_,25.08µm
_15954_,25.08µm
threads\[3\].register_instance.registers\[12\]\[7\],25.08µm
clknet_leaf_359_clk,25.08µm
_21824_,25.07µm
_21449_,25.06µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[7\],25.06µm
threads\[2\].register_instance.registers\[7\]\[11\],25.06µm
_06698_,25.04µm
_07926_,25.04µm
threads\[1\].register_instance.registers\[6\]\[14\],25.04µm
_05610_,25.02µm
_07159_,25.02µm
_09855_,25.02µm
_15614_,25.02µm
_18699_,25.02µm
_19935_,25.02µm
threads\[1\].fma_instance.r3_weighted\[11\],25.02µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r3_prod_mant\[4\],25µm
threads\[0\].register_instance.registers\[4\]\[1\],25µm
_17290_,24.995µm
_09272_,24.98µm
_21837_,24.98µm
threads\[1\].register_instance.registers\[9\]\[8\],24.97µm
_05026_,24.96µm
_09249_,24.96µm
threads\[1\].register_instance.registers\[11\]\[0\],24.96µm
threads\[1\].register_instance.registers\[2\]\[13\],24.96µm
threads\[2\].register_instance.registers\[3\]\[12\],24.96µm
_04289_,24.94µm
_20748_,24.94µm
threads\[0\].register_instance.registers\[10\]\[13\],24.94µm
threads\[1\].register_instance.registers\[6\]\[3\],24.94µm
_02598_,24.92µm
_02810_,24.92µm
_13189_,24.92µm
_18450_,24.92µm
_18751_,24.92µm
_20595_,24.92µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r3_prod_mant\[12\],24.92µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[11\],24.91µm
_12460_,24.9µm
threads\[3\].register_instance.registers\[8\]\[14\],24.9µm
clknet_leaf_303_clk,24.9µm
_11345_,24.88µm
_11743_,24.88µm
threads\[1\].register_instance.registers\[4\]\[9\],24.88µm
_11343_,24.86µm
_14543_,24.86µm
_19218_,24.86µm
_07928_,24.84µm
_09764_,24.84µm
_10225_,24.84µm
_10299_,24.84µm
clknet_leaf_169_clk,24.84µm
_05828_,24.82µm
_16108_,24.82µm
_20481_,24.81µm
threads\[3\].register_instance.registers\[6\]\[8\],24.805µm
_02814_,24.8µm
_20805_,24.8µm
_02865_,24.79µm
_06528_,24.78µm
_13816_,24.78µm
_19941_,24.78µm
_14952_,24.765µm
_03720_,24.76µm
_04357_,24.76µm
_07012_,24.76µm
_14788_,24.76µm
_16384_,24.76µm
_21727_,24.76µm
threads\[0\].register_instance.registers\[5\]\[8\],24.76µm
threads\[3\].register_instance.registers\[12\]\[8\],24.76µm
clknet_leaf_103_clk,24.76µm
_02341_,24.74µm
_20662_,24.74µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[14\],24.725µm
threads\[0\].register_instance.registers\[12\]\[9\],24.72µm
